VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
,2020-01-31 13:47:00,2020-01-31 14:15:00,,5.04,,,261,143,,25.28,2.75,0.5,0,0,0.3,28.83,0
,2020-01-31 13:50:00,2020-01-31 14:08:00,,2.63,,,90,232,,17.56,2.75,0.5,0,0,0.3,21.11,0
,2020-01-31 13:34:00,2020-01-31 13:40:00,,.57,,,68,113,,17.56,2.75,0.5,0,0,0.3,21.11,0
,2020-01-31 13:37:00,2020-01-31 14:03:00,,3.75,,,262,168,,25.45,2.75,0.5,0,0,0.3,29,0
,2020-01-31 13:39:21,2020-01-31 13:50:15,,2.73,,,209,4,,22.26,2.75,0,0,0,0.3,25.31,0
,2020-01-31 13:05:00,2020-01-31 13:17:00,,7.11,,,14,195,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 13:31:00,2020-01-31 13:54:00,,8.28,,,242,42,,31.73,2.75,0.5,0,0,0.3,35.28,0
,2020-01-31 13:41:00,2020-01-31 14:26:00,,10.09,,,161,61,,34.12,2.75,0.5,0,0,0.3,37.67,0
,2020-01-31 13:23:25,2020-01-31 13:34:01,,1.60,,,130,130,,13.07,2.75,0,0,0,0.3,16.12,0
,2020-01-31 13:47:00,2020-01-31 13:50:00,,.54,,,155,155,,17.44,2.75,0.5,0,0,0.3,20.99,0
,2020-01-31 13:03:00,2020-01-31 13:15:00,,5.05,,,191,265,,20.97,2.75,0.5,0,0,0.3,24.52,0
,2020-01-31 13:09:46,2020-01-31 13:47:56,,7.11,,,129,263,,31.4,2.75,0,0,0,0.3,34.45,0
,2020-01-31 13:13:00,2020-01-31 13:31:00,,3.25,,,41,244,,20.85,2.75,0.5,0,0,0.3,24.4,0
,2020-01-31 13:18:00,2020-01-31 13:54:00,,12.13,,,73,113,,30.31,5.5,0.5,0,6.12,0.3,42.73,0
,2020-01-31 13:37:00,2020-01-31 14:05:00,,7.29,,,131,203,,21.07,2.75,0.5,0,0,0.3,24.62,0
,2020-01-31 13:40:00,2020-01-31 14:42:00,,15.39,,,37,117,,47.65,2.75,0.5,0,2.29,0.3,53.49,0
,2020-01-31 13:49:00,2020-01-31 14:24:00,,8.70,,,163,126,,33.33,2.75,0.5,0,6.12,0.3,43,0
,2020-01-31 13:32:00,2020-01-31 14:06:00,,12.46,,,39,70,,33.65,2.75,0.5,0,0,0.3,37.2,0
,2020-01-31 13:17:00,2020-01-31 13:24:00,,3.27,,,64,9,,26.56,2.75,0.5,0,0,0.3,30.11,0
,2020-01-31 13:50:00,2020-01-31 14:16:00,,12.27,,,134,74,,38.78,2.75,0.5,0,6.12,0.3,48.45,0
,2020-01-31 13:18:00,2020-01-31 13:39:00,,6.07,,,212,254,,28.52,2.75,0.5,0,0,0.3,32.07,0
,2020-01-31 13:00:00,2020-01-31 13:05:00,,.79,,,238,151,,12.17,2.75,0.5,0,0,0.3,15.72,0
,2020-01-31 13:21:29,2020-01-31 13:47:46,,6.47,,,161,168,,29.79,5.5,0,0,0,0.3,35.59,0
,2020-01-31 13:57:00,2020-01-31 14:09:00,,4.70,,,75,137,,25.45,2.75,0.5,0,0,0.3,29,0
,2020-01-31 13:21:54,2020-01-31 13:44:08,,2.28,,,141,143,,16.5,2.75,0,0,0,0.3,19.55,0
,2020-01-31 13:51:00,2020-01-31 14:15:00,,3.28,,,24,159,,34.96,2.75,0.5,0,0,0.3,38.51,0
,2020-01-31 13:46:00,2020-01-31 14:10:00,,8.32,,,229,97,,35.24,2.75,0.5,0,0,0.3,38.79,0
,2020-01-31 13:48:02,2020-01-31 14:43:41,,16.60,,,238,22,,45.84,2.75,0.5,0,6.12,0.3,55.51,0
,2020-01-31 13:54:00,2020-01-31 14:07:00,,2.41,,,174,94,,17.09,2.75,0.5,0,0,0.3,20.64,0
,2020-01-31 13:50:57,2020-01-31 14:20:58,,12.27,,,257,237,,45.43,2.75,0,0,6.12,0.3,54.6,0
,2020-01-31 13:05:27,2020-01-31 13:14:28,,1.40,,,42,42,,31.81,2.75,0,0,0,0.3,34.86,0
,2020-01-31 13:00:47,2020-01-31 13:57:22,,34.11,,,140,132,,36.66,5.5,0,0,6.12,0.3,48.58,0
,2020-01-31 13:33:00,2020-01-31 13:56:00,,2.60,,,161,137,,18.34,2.75,0.5,0,0,0.3,21.89,0
,2020-01-31 13:22:23,2020-01-31 13:40:19,,10.89,,,139,121,,31.57,2.75,0,0,0,0.3,34.62,0
,2020-01-31 13:04:01,2020-01-31 13:27:01,,3.10,,,97,89,,21.64,2.75,0,0,0,0.3,24.69,0
,2020-01-31 13:14:00,2020-01-31 13:50:00,,5.70,,,123,76,,32.46,2.75,0.5,0,0,0.3,36.01,0
,2020-01-31 13:06:00,2020-01-31 13:25:00,,3.19,,,155,123,,20.53,2.75,0.5,0,0,0.3,24.08,0
,2020-01-31 13:48:00,2020-01-31 13:53:00,,.33,,,165,165,,19.32,2.75,0.5,0,0,0.3,22.87,0
,2020-01-31 13:11:15,2020-01-31 13:34:15,,10.76,,,179,131,,46.15,2.75,0,0,0,0.3,49.2,0
,2020-01-31 13:51:00,2020-01-31 14:47:00,,9.80,,,143,61,,34.35,2.75,0.5,0,0,0.3,37.9,0
,2020-01-31 13:51:48,2020-01-31 14:05:23,,2.08,,,238,237,,19.05,2.75,0,0,0,0.3,22.1,0
,2020-01-31 13:15:27,2020-01-31 13:24:25,,1.48,,,238,166,,19.64,2.75,0,0,0,0.3,22.69,0
,2020-01-31 13:57:00,2020-01-31 14:39:00,,19.78,,,65,51,,63.83,2.75,0.5,0,6.12,0.3,73.5,0
,2020-01-31 13:55:00,2020-01-31 14:18:00,,9.73,,,155,124,,31.47,2.75,0.5,0,0,0.3,35.02,0
,2020-01-31 19:24:00,2020-01-31 19:51:00,,9.60,,,236,182,,33.33,2.75,0.5,0,6.12,0.3,43,0
,2020-01-31 19:13:00,2020-01-31 19:17:00,,.68,,,74,74,,20.15,2.75,0.5,0,0,0.3,23.7,0
,2020-01-31 19:56:00,2020-01-31 20:07:00,,1.87,,,77,72,,25.56,0,0.5,0,0,0.3,26.36,0
,2020-01-31 19:09:00,2020-01-31 19:43:00,,13.41,,,234,98,,45.56,2.75,0.5,0,0,0.3,49.11,0
,2020-01-31 19:28:14,2020-01-31 20:01:10,,11.31,,,170,89,,28.25,2.75,0,0,6.12,0.3,37.42,0
,2020-01-31 19:42:00,2020-01-31 19:57:00,,3.41,,,237,7,,22.08,2.75,0.5,0,0,0.3,25.63,0
,2020-01-31 19:53:37,2020-01-31 20:43:49,,13.28,,,48,216,,51.55,2.75,0,0,0,0.3,54.6,0
,2020-01-31 19:22:00,2020-01-31 19:48:00,,3.45,,,263,230,,21.95,2.75,0.5,0,0,0.3,25.5,0
,2020-01-31 20:09:43,2020-01-31 20:37:51,,6.45,,,90,83,,17.85,2.75,0,0,6.12,0.3,27.02,0
,2020-01-31 20:04:00,2020-01-31 20:31:00,,10.97,,,140,200,,39.5,2.75,0.5,0,0,0.3,43.05,0
,2020-01-31 20:28:57,2020-01-31 21:35:02,,9.27,,,90,42,,27.41,8.25,0,0,0,0.3,35.96,0
,2020-01-31 20:43:00,2020-01-31 20:54:00,,4.62,,,18,200,,19.06,2.75,0.5,0,0,0.3,22.61,0
,2020-01-31 20:29:58,2020-01-31 21:07:22,,6.84,,,232,74,,39.95,2.75,0,0,0,0.3,43,0
,2020-01-31 20:55:00,2020-01-31 21:35:00,,7.57,,,79,35,,27.76,2.75,0.5,0,0,0.3,31.31,0
,2020-01-31 20:44:00,2020-01-31 21:07:00,,5.30,,,232,181,,23.06,2.75,0.5,0,0,0.3,26.61,0
,2020-01-31 20:10:00,2020-01-31 20:29:00,,7.45,,,262,129,,24.78,2.75,0.5,0,6.12,0.3,34.45,0
,2020-01-31 20:27:00,2020-01-31 20:27:00,,.01,,,114,114,,20,0,0,4.56,0,0.3,29.31,2.5
,2020-01-31 20:55:39,2020-01-31 21:26:41,,12.78,,,100,200,,41.46,2.75,0,0,2.8,0.3,47.31,0
,2020-01-31 20:04:00,2020-01-31 20:24:00,,4.69,,,170,41,,27.73,2.75,0.5,0,0,0.3,31.28,0
,2020-01-31 20:45:00,2020-01-31 21:32:00,,9.08,,,249,35,,29.89,2.75,0.5,0,0,0.3,33.44,0
,2020-01-31 20:24:38,2020-01-31 20:47:56,,9.46,,,127,213,,18.8,5.5,0,0,6.12,0.3,30.72,0
,2020-01-31 20:33:00,2020-01-31 21:30:00,,15.55,,,159,35,,61.13,2.75,0.5,0,6.12,0.3,70.8,0
,2020-01-31 20:07:00,2020-01-31 20:30:00,,6.93,,,129,53,,34.86,2.75,0.5,0,0,0.3,38.41,0
,2020-01-31 20:56:00,2020-01-31 21:23:00,,7.88,,,90,260,,19.73,2.75,0.5,0,6.12,0.3,29.4,0
,2020-01-31 20:45:00,2020-01-31 21:08:00,,1.71,,,163,170,,18.34,2.75,0.5,0,0,0.3,21.89,0
,2020-01-31 20:03:00,2020-01-31 21:04:00,,16.55,,,140,91,,41.18,2.75,0.5,0,0,0.3,44.73,0
,2020-01-31 20:41:00,2020-01-31 20:41:00,,.00,,,169,264,,36.64,5.5,0.5,0,0,0.3,42.94,0
,2020-01-31 20:23:36,2020-01-31 21:32:40,,6.97,,,74,4,,19.94,5.5,0,0,0,0.3,25.74,0
,2020-01-31 20:05:00,2020-01-31 20:37:00,,11.07,,,107,47,,37.99,2.75,0.5,0,0,0.3,41.54,0
,2020-01-31 20:10:00,2020-01-31 20:44:00,,11.11,,,113,212,,31.35,5.5,0.5,0,6.12,0.3,43.77,0
,2020-01-31 20:12:00,2020-01-31 20:34:00,,5.91,,,151,186,,28.95,2.75,0.5,0,0,0.3,32.5,0
,2020-01-31 20:06:00,2020-01-31 20:29:00,,4.51,,,89,25,,18.39,5.5,0.5,0,0,0.3,24.69,0
,2020-01-31 20:55:00,2020-01-31 21:36:00,,17.09,,,90,29,,40.26,2.75,0.5,0,6.12,0.3,49.93,0
,2020-01-31 20:16:00,2020-01-31 20:57:00,,19.21,,,239,135,,39.67,2.75,0.5,0,6.12,0.3,49.34,0
,2020-01-31 20:08:00,2020-01-31 20:28:00,,5.46,,,136,259,,16.82,5.5,0.5,0,0,0.3,23.12,0
,2020-01-31 20:53:00,2020-01-31 21:19:00,,11.23,,,142,182,,39.71,2.75,0.5,0,0,0.3,43.26,0
,2020-01-31 20:56:00,2020-01-31 21:34:00,,12.50,,,137,216,,43.04,5.5,0.5,0,6.12,0.3,55.46,0
,2020-01-31 20:06:00,2020-01-31 21:00:00,,11.50,,,97,238,,39.45,2.75,0.5,0,0,0.3,43,0
,2020-01-31 20:36:00,2020-01-31 20:49:00,,4.56,,,235,74,,25.45,2.75,0.5,0,0,0.3,29,0
,2020-01-31 20:17:51,2020-01-31 20:36:24,,3.91,,,113,25,,24.97,2.75,0,0,0,0.3,28.02,0
,2020-01-31 20:14:13,2020-01-31 20:24:40,,1.64,,,42,42,,13.93,2.75,0,0,0,0.3,16.98,0
,2020-01-31 20:44:16,2020-01-31 20:58:14,,3.51,,,116,169,,21.22,2.75,0,0,0,0.3,24.27,0
,2020-01-31 20:40:00,2020-01-31 21:16:00,,23.09,,,88,76,,42.28,0,0.5,0,6.12,0.3,49.2,0
,2020-01-31 20:56:00,2020-01-31 21:19:00,,3.20,,,177,97,,22.81,2.75,0.5,0,0,0.3,26.36,0
,2020-01-31 20:50:00,2020-01-31 21:06:00,,1.46,,,69,69,,20.76,2.75,0.5,0,0,0.3,24.31,0
,2020-01-31 20:09:00,2020-01-31 20:28:00,,3.40,,,75,69,,23.82,2.75,0.5,0,0,0.3,27.37,0
,2020-01-31 20:52:00,2020-01-31 21:33:00,,9.54,,,79,116,,31.31,2.75,0.5,0,0,0.3,34.86,0
,2020-01-31 20:17:14,2020-01-31 20:32:06,,2.28,,,69,42,,20.34,2.75,0,0,0,0.3,23.39,0
,2020-01-31 20:14:00,2020-01-31 20:49:00,,7.75,,,228,37,,19.59,8.25,0.5,0,0,0.3,28.64,0
,2020-01-31 20:05:00,2020-01-31 20:49:00,,19.65,,,144,18,,42.84,2.75,0.5,0,6.12,0.3,52.51,0
,2020-01-31 13:57:07,2020-01-31 14:06:54,,4.39,,,175,131,,25.92,2.75,0,0,0,0.3,28.97,0
,2020-01-31 13:21:36,2020-01-31 13:38:44,,6.74,,,193,196,,25.21,2.75,0,0,0,0.3,28.26,0
,2020-01-31 13:40:00,2020-01-31 13:46:00,,.79,,,75,236,,16.08,2.75,0.5,0,0,0.3,19.63,0
,2020-01-31 13:17:15,2020-01-31 13:47:35,,12.64,,,205,179,,55.06,2.75,0,0,0,0.3,58.11,0
,2020-01-31 13:07:00,2020-01-31 13:37:00,,5.85,,,76,165,,32.45,2.75,0.5,0,0,0.3,36,0
,2020-01-31 13:32:00,2020-01-31 14:23:00,,14.35,,,140,35,,44.93,2.75,0.5,0,6.12,0.3,54.6,0
,2020-01-31 13:37:00,2020-01-31 13:52:00,,2.52,,,165,22,,19.76,0,0.5,0,0,0.3,20.56,0
,2020-01-31 13:53:00,2020-01-31 14:13:00,,4.10,,,165,39,,30.13,2.75,0.5,0,0,0.3,33.68,0
,2020-01-31 13:18:00,2020-01-31 13:29:00,,2.16,,,89,165,,19.32,2.75,0.5,0,0,0.3,22.87,0
,2020-01-31 13:48:05,2020-01-31 14:10:27,,4.49,,,263,116,,23.36,2.75,0,0,0,0.3,26.41,0
,2020-01-31 13:09:00,2020-01-31 13:42:00,,10.63,,,159,158,,38.41,2.75,0.5,0,0,0.3,41.96,0
,2020-01-31 13:00:27,2020-01-31 13:36:21,,23.12,,,239,250,,46.05,2.75,0,0,2.8,0.3,51.9,0
,2020-01-31 13:59:00,2020-01-31 14:05:00,,.90,,,238,151,,12.17,2.75,0.5,0,0,0.3,15.72,0
,2020-01-31 13:13:00,2020-01-31 13:30:00,,2.74,,,248,242,,22.29,2.75,0.5,0,0,0.3,25.84,0
,2020-01-31 13:43:38,2020-01-31 13:52:24,,1.73,,,73,16,,28.01,2.75,0,0,0,0.3,31.06,0
,2020-01-31 13:42:00,2020-01-31 13:48:00,,1.11,,,235,235,,19.84,0,0.5,0,0,0.3,20.64,0
,2020-01-31 13:05:00,2020-01-31 13:21:00,,4.43,,,220,243,,28.91,0,0.5,0,2.8,0.3,32.51,0
,2020-01-31 13:32:00,2020-01-31 14:29:00,,18.17,,,159,188,,67.25,2.75,0.5,0,0,0.3,70.8,0
,2020-01-31 13:49:47,2020-01-31 14:21:27,,8.48,,,113,42,,32.01,0,0,0,0,0.3,32.31,0
,2020-01-31 13:17:00,2020-01-31 13:44:00,,7.24,,,87,188,,24.37,2.75,0.5,0,6.12,0.3,34.04,0
,2020-01-31 13:23:00,2020-01-31 13:40:00,,3.29,,,143,90,,16.63,2.75,0.5,0,0,0.3,20.18,0
,2020-01-31 13:56:00,2020-01-31 14:23:00,,4.98,,,137,238,,20.83,5.5,0.5,0,0,0.3,27.13,0
,2020-01-31 13:53:19,2020-01-31 14:22:01,,5.86,,,68,41,,29.26,2.75,0,0,0,0.3,32.31,0
,2020-01-31 13:00:00,2020-01-31 13:42:00,,7.12,,,137,225,,27.76,2.75,0.5,0,0,0.3,31.31,0
,2020-01-31 13:54:00,2020-01-31 14:17:00,,2.99,,,61,76,,21.95,2.75,0.5,0,0,0.3,25.5,0
,2020-01-31 13:32:00,2020-01-31 13:36:00,,.74,,,76,76,,24.93,2.75,0.5,0,0,0.3,28.48,0
,2020-01-31 13:10:00,2020-01-31 13:28:00,,8.03,,,200,152,,36.65,2.75,0.5,0,2.8,0.3,43,0
,2020-01-31 13:45:00,2020-01-31 13:54:00,,1.14,,,7,193,,23.47,2.75,0.5,0,0,0.3,27.02,0
,2020-01-31 13:17:00,2020-01-31 13:28:00,,3.08,,,213,60,,14.35,5.5,0.5,0,0,0.3,20.65,0
,2020-01-31 13:59:00,2020-01-31 15:00:00,,8.33,,,68,61,,29.89,2.75,0.5,0,0,0.3,33.44,0
,2020-01-31 13:26:00,2020-01-31 13:48:00,,8.14,,,33,237,,32.27,2.75,0.5,0,0,0.3,35.82,0
,2020-01-31 13:12:00,2020-01-31 13:46:00,,6.77,,,136,183,,20.3,2.75,0.5,0,0,0.3,23.85,0
,2020-01-31 13:38:00,2020-01-31 14:06:00,,7.26,,,100,247,,34.99,2.75,0.5,0,0,0.3,38.54,0
,2020-01-31 13:59:00,2020-01-31 14:36:00,,11.03,,,148,22,,34.09,2.75,0.5,0,0,0.3,37.64,0
,2020-01-31 13:29:11,2020-01-31 13:55:32,,10.46,,,247,232,,46.15,2.75,0,0,0,0.3,49.2,0
,2020-01-31 13:24:06,2020-01-31 13:38:45,,3.59,,,130,216,,18.58,2.75,0,0,0,0.3,21.63,0
,2020-01-31 13:48:00,2020-01-31 14:16:00,,4.55,,,263,116,,22.86,2.75,0.5,0,0,0.3,26.41,0
,2020-01-31 13:01:00,2020-01-31 13:15:00,,2.15,,,140,239,,18.55,2.75,0.5,0,0,0.3,22.1,0
,2020-01-31 13:26:05,2020-01-31 14:10:35,,19.23,,,236,77,,36.93,2.75,0,0,6.12,0.3,46.1,0
,2020-01-31 13:25:00,2020-01-31 13:57:00,,1.82,,,169,136,,22.71,2.75,0.5,0,0,0.3,26.26,0
,2020-01-31 13:35:00,2020-01-31 14:25:00,,17.74,,,122,25,,57.57,2.75,0.5,0,0,0.3,61.12,0
,2020-01-31 13:25:52,2020-01-31 13:59:44,,12.79,,,79,28,,44.64,2.75,0,0,0,0.3,47.69,0
,2020-01-31 13:50:00,2020-01-31 14:03:00,,1.67,,,233,234,,13.16,2.75,0.5,0,0,0.3,16.71,0
,2020-01-31 13:24:00,2020-01-31 13:37:00,,2.11,,,144,170,,17.12,2.75,0.5,0,0,0.3,20.67,0
,2020-01-31 13:36:00,2020-01-31 14:46:00,,24.14,,,262,86,,73.83,2.75,0.5,0,6.12,0.3,83.5,0
,2020-01-31 13:32:00,2020-01-31 13:44:00,,3.77,,,185,81,,30.66,2.75,0.5,0,0,0.3,34.21,0
,2020-01-31 13:42:13,2020-01-31 14:05:35,,4.27,,,140,42,,24.67,2.75,0,0,0,0.3,27.72,0
,2020-01-31 13:16:00,2020-01-31 13:49:00,,4.82,,,188,177,,23.33,2.75,0.5,0,0,0.3,26.88,0
,2020-01-31 13:44:00,2020-01-31 14:32:00,,17.96,,,168,188,,47.92,2.75,0.5,0,6.12,0.3,57.59,0
,2020-01-31 13:02:32,2020-01-31 13:36:02,,8.76,,,116,82,,37.33,2.75,0,0,6.12,0.3,46.5,0
,2020-01-31 20:19:00,2020-01-31 20:56:00,,15.04,,,229,265,,56.45,2.75,0.5,0,0,0.3,60,0
,2020-01-31 20:29:00,2020-01-31 20:29:00,,.00,,,114,114,,30.91,2.75,0.5,0,0,0.3,34.46,0
,2020-01-31 20:27:00,2020-01-31 20:47:00,,11.21,,,168,129,,33.66,2.75,0.5,0,6.12,0.3,43.33,0
,2020-01-31 20:19:00,2020-01-31 20:40:00,,3.81,,,71,76,,23.33,2.75,0.5,0,0,0.3,26.88,0
,2020-01-31 20:42:00,2020-01-31 21:02:00,,7.43,,,219,102,,31.49,2.75,0.5,0,0,0.3,35.04,0
,2020-01-31 20:52:00,2020-01-31 21:30:00,,5.74,,,79,37,,27.76,2.75,0.5,0,0,0.3,31.31,0
,2020-01-31 20:23:00,2020-01-31 21:10:00,,16.10,,,211,55,,50.33,2.75,0.5,0,6.12,0.3,60,0
,2020-01-31 20:52:07,2020-01-31 21:29:03,,20.67,,,263,203,,48,2.75,0.5,0,6.12,0.3,57.67,0
,2020-01-31 20:11:00,2020-01-31 20:57:00,,15.38,,,238,21,,41.77,2.75,0.5,0,6.12,0.3,51.44,0
,2020-01-31 20:37:00,2020-01-31 21:26:00,,12.68,,,161,165,,37.06,2.75,0.5,0,6.12,0.3,46.73,0
,2020-01-31 20:41:00,2020-01-31 21:13:00,,11.69,,,114,70,,42.9,5.5,0.5,0,0,0.3,49.2,0
,2020-01-31 20:21:00,2020-01-31 21:06:00,,14.43,,,230,149,,32.6,5.5,0.5,0,6.12,0.3,45.02,0
,2020-01-31 20:44:00,2020-01-31 21:37:00,,26.21,,,210,116,,78.83,2.75,0.5,0,6.12,0.3,88.5,0
,2020-01-31 20:39:00,2020-01-31 21:34:00,,14.34,,,100,91,,40.21,2.75,0.5,0,0,0.3,43.76,0
,2020-01-31 20:48:00,2020-01-31 21:19:00,,5.05,,,88,62,,28.95,2.75,0.5,0,0,0.3,32.5,0
,2020-01-31 20:35:00,2020-01-31 20:48:00,,1.33,,,113,68,,16.12,2.75,0.5,0,0,0.3,19.67,0
,2020-01-31 20:07:00,2020-01-31 20:41:00,,10.44,,,14,61,,39.45,2.75,0.5,0,0,0.3,43,0
,2020-01-31 20:32:00,2020-01-31 21:19:00,,23.73,,,113,222,,29.53,2.75,0.5,0,6.12,0.3,39.2,0
,2020-01-31 20:09:41,2020-01-31 20:32:43,,12.13,,,14,155,,28.82,2.75,0,0,0,0.3,31.87,0
,2020-01-31 20:18:44,2020-01-31 20:47:18,,12.31,,,48,136,,43.45,2.75,0,0,0,0.3,46.5,0
,2020-01-31 21:03:00,2020-01-31 21:43:00,,17.22,,,144,191,,64.55,2.75,0.5,0,0,0.3,68.1,0
,2020-01-31 21:04:48,2020-01-31 21:26:17,,2.87,,,116,238,,18.95,2.75,0,0,0,0.3,22,0
,2020-01-31 21:24:00,2020-01-31 21:31:00,,1.04,,,116,42,,13.43,2.75,0.5,0,0,0.3,16.98,0
,2020-01-31 21:10:00,2020-01-31 21:46:00,,3.86,,,140,137,,17.59,2.75,0.5,0,0,0.3,21.14,0
,2020-01-31 21:47:00,2020-01-31 22:32:00,,17.86,,,90,35,,36.83,2.75,0.5,0,6.12,0.3,46.5,0
,2020-01-31 21:01:41,2020-01-31 21:38:51,,16.54,,,67,262,,44.67,2.75,0,0,6.12,0.3,53.84,0
,2020-01-31 21:13:00,2020-01-31 21:37:00,,6.00,,,146,41,,25.97,2.75,0.5,0,0,0.3,29.52,0
,2020-01-31 21:08:25,2020-01-31 21:18:20,,1.88,,,61,89,,21.37,2.75,0,0,0,0.3,24.42,0
,2020-01-31 21:35:06,2020-01-31 21:41:44,,1.42,,,49,225,,13.98,5.5,0,0,0,0.3,19.78,0
,2020-01-31 21:55:54,2020-01-31 22:24:45,,16.45,,,225,250,,49.01,5.5,0,0,6.12,0.3,60.93,0
,2020-01-31 21:47:00,2020-01-31 21:55:00,,1.25,,,61,177,,16.23,2.75,0.5,0,0,0.3,19.78,0
,2020-01-31 21:48:00,2020-01-31 22:27:00,,11.66,,,107,155,,56.45,2.75,0.5,0,0,0.3,60,0
,2020-01-31 21:19:36,2020-01-31 21:30:58,,2.11,,,141,75,,27.5,2.75,0,0,0,0.3,30.55,0
,2020-01-31 21:58:29,2020-01-31 22:15:47,,2.64,,,263,41,,20.65,2.75,0,0,0,0.3,23.7,0
,2020-01-31 21:02:10,2020-01-31 21:28:16,,6.75,,,107,260,,29.83,2.75,0.5,0,6.12,0.3,39.5,0
,2020-01-31 21:47:00,2020-01-31 22:16:00,,3.13,,,142,107,,22.75,0,0.5,1.95,0,0.3,25.5,0
,2020-01-31 21:30:00,2020-01-31 21:44:00,,3.85,,,140,168,,25.9,2.75,0.5,0,0,0.3,29.45,0
,2020-01-31 21:59:00,2020-01-31 22:42:00,,19.12,,,100,265,,63.83,2.75,0.5,0,6.12,0.3,73.5,0
,2020-01-31 21:04:00,2020-01-31 21:59:00,,6.45,,,75,79,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 21:43:00,2020-01-31 22:36:00,,13.01,,,137,22,,31.48,2.75,0.5,0,6.12,0.3,41.15,0
,2020-01-31 21:31:00,2020-01-31 21:49:00,,3.29,,,35,76,,22.81,2.75,0.5,0,0,0.3,26.36,0
,2020-01-31 21:58:00,2020-01-31 23:09:00,,10.75,,,263,61,,36.21,2.75,0.5,0,0,0.3,39.76,0
,2020-01-31 21:43:03,2020-01-31 22:18:28,,10.47,,,163,258,,41.2,2.75,0,0,6.12,0.3,50.37,0
,2020-01-31 21:19:51,2020-01-31 21:45:55,,6.07,,,237,69,,32.45,2.75,0.5,0,0,0.3,36,0
,2020-01-31 21:08:00,2020-01-31 21:37:00,,8.92,,,48,160,,27,2.75,0.5,0,6.12,0.3,36.67,0
,2020-01-31 21:12:30,2020-01-31 21:42:35,,9.68,,,261,116,,39.36,0,0,6.84,0,0.3,46.5,0
,2020-01-31 21:59:00,2020-01-31 22:49:00,,20.93,,,39,75,,36.43,2.75,0.5,0,6.12,0.3,46.1,0
,2020-01-31 21:56:12,2020-01-31 22:37:27,,19.79,,,256,86,,47.69,5.5,0,0,0,0.3,53.49,0
,2020-01-31 21:21:00,2020-01-31 21:25:00,,.76,,,263,263,,16.08,2.75,0.5,0,0,0.3,19.63,0
,2020-01-31 21:08:26,2020-01-31 21:20:37,,5.12,,,74,235,,29.94,2.75,0,0,0,0.3,32.99,0
,2020-01-31 23:28:00,2020-02-01 00:01:00,,14.24,,,186,215,,39.87,2.75,0.5,0,6.12,0.3,49.54,0
,2020-01-31 23:34:00,2020-02-01 00:08:00,,14.53,,,143,81,,41.35,5.5,0.5,0,2.8,0.3,50.45,0
,2020-01-31 23:11:00,2020-01-31 23:39:00,,7.73,,,41,242,,35.95,2.75,0.5,0,0,0.3,39.5,0
,2020-01-31 23:14:18,2020-01-31 23:51:42,,22.90,,,87,222,,32.15,2.75,0,0,6.12,0.3,41.32,0
,2020-01-31 23:42:00,2020-02-01 00:03:00,,10.53,,,35,216,,32.45,2.75,0.5,0,0,0.3,36,0
,2020-01-31 23:08:00,2020-01-31 23:34:00,,12.07,,,191,35,,52.18,2.75,0.5,0,0,0.3,55.73,0
,2020-01-31 23:00:00,2020-01-31 23:44:00,,23.48,,,186,117,,54.01,2.75,0.5,0,6.12,0.3,63.68,0
,2020-01-31 23:13:00,2020-01-31 23:38:00,,12.09,,,164,131,,38.02,2.75,0.5,0,6.12,0.3,47.69,0
,2020-01-31 23:02:54,2020-01-31 23:27:10,,11.65,,,10,16,,28.74,2.75,0,0,0,0.3,31.79,0
,2020-01-31 23:56:37,2020-02-01 00:16:35,,8.54,,,247,81,,31.31,2.75,0,0,0,0.3,34.36,0
,2020-01-31 13:16:00,2020-01-31 13:38:00,,7.71,,,244,161,,34.9,2.75,0.5,0,0,0.3,38.45,0
,2020-01-31 13:55:00,2020-01-31 14:44:00,,9.29,,,231,72,,19.54,2.75,0.5,0,6.12,0.3,29.21,0
,2020-01-31 13:40:35,2020-01-31 14:09:35,,8.47,,,95,7,,26.7,5.5,0,0,0,0.3,32.5,0
,2020-01-31 13:02:00,2020-01-31 13:23:00,,6.58,,,193,82,,32.45,2.75,0.5,0,0,0.3,36,0
,2020-01-31 13:01:00,2020-01-31 13:26:00,,7.16,,,182,263,,39.45,2.75,0.5,0,0,0.3,43,0
,2020-01-31 13:07:00,2020-01-31 13:31:00,,9.96,,,77,98,,39.37,2.75,0.5,0,0,0.3,42.92,0
,2020-01-31 13:06:00,2020-01-31 13:23:00,,1.94,,,166,41,,14.15,2.75,0.5,0,0,0.3,17.7,0
,2020-01-31 13:58:00,2020-01-31 14:50:00,,18.93,,,114,32,,64.45,2.75,0.5,0,2.8,0.3,70.8,0
,2020-01-31 13:26:00,2020-01-31 13:56:00,,4.84,,,107,61,,25.45,2.75,0.5,0,0,0.3,29,0
,2020-01-31 13:47:00,2020-01-31 14:14:00,,5.41,,,113,238,,24.49,0,0.5,0,0,0.3,25.29,0
